,Organism group,ID,Create date,Isolation type,Location,Isolation source,Laboratory typing platform,Testing standard
45,escherichia_coli,ID_12768095,2016-01-02T12:22:36Z,clinical,USA:Boston,urine,Vitek,CLSI
579,escherichia_coli,ID_4566415,2019-07-12T10:50:48Z,clinical,"USA: Rochester, NY",sepsis,,CLSI
871,escherichia_coli,ID_32121125,2024-02-18T10:17:44Z,clinical,USA:Boston,urine,Vitek,CLSI
917,escherichia_coli,ID_2968735,2018-03-05T09:39:07Z,clinical,,,,CLSI
553,escherichia_coli,ID_4567585,2019-07-12T10:50:39Z,clinical,"USA: Rochester, NY",urine,,CLSI
2340,escherichia_coli,ID_23890025,2022-06-23T01:06:41Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1797,escherichia_coli,ID_23877125,2022-06-22T23:24:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1713,escherichia_coli,ID_23875425,2022-06-22T23:09:27Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
696,escherichia_coli,ID_15675085,2020-11-24T01:14:17Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
208,escherichia_coli,ID_25829475,2022-10-24T23:40:44Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
695,escherichia_coli,ID_15675005,2020-11-24T01:13:12Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
61,escherichia_coli,ID_12586975,2016-09-20T15:19:53Z,clinical,USA:Boston,urine,Vitek,CLSI
2745,escherichia_coli,ID_25784235,2022-10-21T15:00:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
815,escherichia_coli,ID_32330415,2024-02-07T14:04:01Z,clinical,USA:Boston,urine,Vitek,CLSI
2392,escherichia_coli,ID_23891205,2022-06-23T01:17:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1612,escherichia_coli,ID_23871905,2022-06-22T18:44:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
954,escherichia_coli,ID_23857225,2022-06-22T16:39:23Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2338,escherichia_coli,ID_23889985,2022-06-23T01:06:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
953,escherichia_coli,ID_23857205,2022-06-22T16:39:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2667,escherichia_coli,ID_25580805,2022-10-17T15:50:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2501,escherichia_coli,ID_23895035,2022-06-23T03:08:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1285,escherichia_coli,ID_23863945,2022-06-22T17:26:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2659,escherichia_coli,ID_25580645,2022-10-17T15:18:32Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2570,escherichia_coli,ID_24165505,2022-07-06T07:05:42Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
780,escherichia_coli,ID_32331735,2024-02-16T22:18:40Z,clinical,USA:Boston,urine,Vitek,CLSI
757,escherichia_coli,ID_32333955,2024-02-06T18:05:24Z,clinical,USA:Boston,urine,Vitek,CLSI
1847,escherichia_coli,ID_23878125,2022-06-22T23:33:42Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2658,escherichia_coli,ID_25580625,2022-10-17T15:33:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2820,escherichia_coli,ID_25786245,2022-10-21T15:38:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1105,escherichia_coli,ID_23860305,2022-06-22T17:01:30Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2528,escherichia_coli,ID_23895615,2022-06-23T03:19:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1067,escherichia_coli,ID_23859505,2022-06-22T16:55:57Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1484,escherichia_coli,ID_23869325,2022-06-22T18:22:18Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
2519,escherichia_coli,ID_23895435,2022-06-23T03:18:00Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2453,escherichia_coli,ID_23892425,2022-06-23T01:26:24Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1314,escherichia_coli,ID_23865795,2022-06-22T17:47:41Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
159,escherichia_coli,ID_25828425,2022-10-24T23:32:30Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
1467,escherichia_coli,ID_23868975,2022-06-22T18:19:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1992,escherichia_coli,ID_23881035,2022-06-23T00:01:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1575,escherichia_coli,ID_23871145,2022-06-22T18:38:07Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1143,escherichia_coli,ID_23861065,2022-06-22T17:06:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
914,escherichia_coli,ID_2142695,2017-05-16T13:55:08Z,clinical,Taiwan: Tainan,urine,Phoenix NMIC-203 card,CLSI
1406,escherichia_coli,ID_23867715,2022-06-22T18:07:37Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
3027,escherichia_coli,ID_3571825,2018-09-17T09:52:06Z,clinical,,,,CLSI
93,escherichia_coli,ID_12915035,2020-04-20T16:16:43Z,clinical,USA:Cincinnati,blood,,CLSI
182,escherichia_coli,ID_25828895,2022-10-24T23:35:53Z,environmental/other,Netherlands,retail beef,Sensititre,EUCAST
805,escherichia_coli,ID_32330835,2024-02-17T19:57:29Z,clinical,USA:Boston,urine,Vitek,CLSI
226,escherichia_coli,ID_25830035,2022-10-24T23:45:39Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
55,escherichia_coli,ID_12677405,2016-06-06T16:14:35Z,clinical,USA:Boston,blood,Vitek,CLSI
2265,escherichia_coli,ID_23886695,2022-06-23T00:43:27Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1150,escherichia_coli,ID_23861205,2022-06-22T17:07:14Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2771,escherichia_coli,ID_25785265,2022-10-21T15:14:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
46,escherichia_coli,ID_12767515,2016-01-02T12:22:36Z,clinical,USA:Boston,urine,Vitek,CLSI
2958,escherichia_coli,ID_25789615,2022-10-21T16:53:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1310,escherichia_coli,ID_23865695,2022-06-22T17:42:09Z,clinical,USA: District of Columbia,Perirectal,Phoenix,CLSI
3019,escherichia_coli,ID_2788295,2017-11-20T14:59:07Z,clinical,,,,CLSI
1231,escherichia_coli,ID_23862865,2022-06-22T17:18:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
259,escherichia_coli,ID_25830855,2022-10-24T23:50:35Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
518,escherichia_coli,ID_4567225,2019-07-12T08:46:54Z,clinical,"USA: Rochester, NY",urine,,CLSI
2646,escherichia_coli,ID_25580325,2022-10-17T15:30:31Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2123,escherichia_coli,ID_23883765,2022-06-23T00:20:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1412,escherichia_coli,ID_23867835,2022-06-22T18:08:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2263,escherichia_coli,ID_23886645,2022-06-23T00:43:15Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1366,escherichia_coli,ID_23866895,2022-06-22T17:57:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1975,escherichia_coli,ID_23880705,2022-06-22T23:52:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
786,escherichia_coli,ID_31776305,2024-02-05T01:03:29Z,clinical,USA:Boston,urine,Vitek,CLSI
2595,escherichia_coli,ID_24166005,2022-07-06T07:09:02Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
109,escherichia_coli,ID_25827155,2022-10-24T23:21:37Z,environmental/other,Netherlands,retail chicken,Sensititre,EUCAST
457,escherichia_coli,ID_38080275,2024-04-11T13:50:31Z,clinical,USA:Boston,Perinial wound,Vitek,CLSI
1346,escherichia_coli,ID_23866515,2022-06-22T17:53:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
957,escherichia_coli,ID_23857285,2022-06-22T16:40:26Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2286,escherichia_coli,ID_23887125,2022-06-23T00:47:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2030,escherichia_coli,ID_23881805,2022-06-23T00:07:00Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2948,escherichia_coli,ID_25789415,2022-10-21T16:48:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1949,escherichia_coli,ID_23880185,2022-06-22T23:49:06Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1519,escherichia_coli,ID_23870015,2022-06-22T18:29:08Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
390,escherichia_coli,ID_32336075,2024-02-20T22:17:24Z,clinical,USA:Boston,blood,Vitek,CLSI
2260,escherichia_coli,ID_23886585,2022-06-23T00:42:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2186,escherichia_coli,ID_23885065,2022-06-23T00:32:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1555,escherichia_coli,ID_23870745,2022-06-22T18:34:45Z,clinical,USA: District of Columbia,Tissue,Phoenix,CLSI
1853,escherichia_coli,ID_23878265,2022-06-22T23:35:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
683,escherichia_coli,ID_15674495,2020-11-24T01:06:07Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
619,escherichia_coli,ID_15671975,2020-11-24T00:23:16Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
2677,escherichia_coli,ID_25581005,2022-10-17T17:29:13Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
689,escherichia_coli,ID_15674625,2020-11-24T01:07:06Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
262,escherichia_coli,ID_25830915,2022-10-24T23:51:00Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1048,escherichia_coli,ID_23859125,2022-06-22T16:52:37Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
843,escherichia_coli,ID_32329055,2024-02-06T20:05:21Z,clinical,USA:Boston,urine,Vitek,CLSI
2283,escherichia_coli,ID_23887065,2022-06-23T00:46:49Z,clinical,USA: District of Columbia,wound,Phoenix,CLSI
412,escherichia_coli,ID_32332095,2024-02-06T18:05:25Z,clinical,USA:Boston,Abscess,Vitek,CLSI
2955,escherichia_coli,ID_25789555,2022-10-21T16:51:21Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2048,escherichia_coli,ID_23882165,2022-06-23T00:09:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1854,escherichia_coli,ID_23878285,2022-06-22T23:35:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2917,escherichia_coli,ID_25788775,2022-10-21T16:30:23Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1509,escherichia_coli,ID_23869795,2022-06-22T18:26:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2335,escherichia_coli,ID_23889915,2022-06-23T01:05:41Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2037,escherichia_coli,ID_23881945,2022-06-23T00:07:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1573,escherichia_coli,ID_23871095,2022-06-22T18:37:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2080,escherichia_coli,ID_23882875,2022-06-23T00:13:35Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2068,escherichia_coli,ID_23882605,2022-06-23T00:12:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
337,escherichia_coli,ID_25832815,2022-10-25T00:05:18Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2159,escherichia_coli,ID_23884525,2022-06-23T00:26:50Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
649,escherichia_coli,ID_15673075,2020-11-24T00:43:08Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
1082,escherichia_coli,ID_23859805,2022-06-22T16:57:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2531,escherichia_coli,ID_23895675,2022-06-23T03:19:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1591,escherichia_coli,ID_23871465,2022-06-22T18:41:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
184,escherichia_coli,ID_25828925,2022-10-24T23:37:21Z,environmental/other,Netherlands,retail veal,Sensititre,EUCAST
571,escherichia_coli,ID_4566785,2019-07-12T10:50:45Z,clinical,"USA: Rochester, NY",sepsis,,CLSI
2216,escherichia_coli,ID_23885705,2022-06-23T00:37:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
671,escherichia_coli,ID_15674015,2020-11-24T00:57:22Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
260,escherichia_coli,ID_25830875,2022-10-24T23:50:43Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
1936,escherichia_coli,ID_23879925,2022-06-22T23:46:32Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
948,escherichia_coli,ID_23857105,2022-06-22T16:38:59Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
266,escherichia_coli,ID_25831025,2022-10-24T23:52:19Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
560,escherichia_coli,ID_4566685,2019-07-12T10:50:41Z,clinical,"USA: Rochester, NY",sepsis,,CLSI
328,escherichia_coli,ID_25832605,2022-10-25T00:02:59Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2873,escherichia_coli,ID_25787645,2022-10-21T16:06:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2247,escherichia_coli,ID_23886325,2022-06-23T00:41:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2240,escherichia_coli,ID_23886185,2022-06-23T00:40:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2845,escherichia_coli,ID_25786755,2022-10-21T15:51:23Z,clinical,USA: District of Columbia,Perirectal,Phoenix,CLSI
1556,escherichia_coli,ID_23870765,2022-06-22T18:34:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2009,escherichia_coli,ID_23881385,2022-06-23T00:03:33Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
982,escherichia_coli,ID_23857785,2022-06-22T16:43:23Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1514,escherichia_coli,ID_23869925,2022-06-22T18:28:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2831,escherichia_coli,ID_25786465,2022-10-21T15:44:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1458,escherichia_coli,ID_23868805,2022-06-22T18:17:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2944,escherichia_coli,ID_25789335,2022-10-21T16:46:11Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1316,escherichia_coli,ID_23865835,2022-06-22T17:47:57Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
909,escherichia_coli,ID_38080095,2024-04-11T13:50:36Z,clinical,USA:Boston,urine,Vitek,CLSI
1815,escherichia_coli,ID_23877485,2022-06-22T23:26:45Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1447,escherichia_coli,ID_23868555,2022-06-22T18:14:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1282,escherichia_coli,ID_23863885,2022-06-22T17:26:28Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1312,escherichia_coli,ID_23865745,2022-06-22T17:47:25Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1824,escherichia_coli,ID_23877655,2022-06-22T23:27:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1135,escherichia_coli,ID_23860905,2022-06-22T17:05:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2385,escherichia_coli,ID_23891065,2022-06-23T01:17:01Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1981,escherichia_coli,ID_23880825,2022-06-22T23:52:47Z,clinical,USA: District of Columbia,other,Phoenix,CLSI
245,escherichia_coli,ID_25830535,2022-10-24T23:48:16Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
387,escherichia_coli,ID_32336975,2024-02-06T14:06:48Z,clinical,USA:Boston,blood,Vitek,CLSI
2370,escherichia_coli,ID_23890625,2022-06-23T01:10:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2954,escherichia_coli,ID_25789535,2022-10-21T16:51:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1024,escherichia_coli,ID_23858645,2022-06-22T16:49:31Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
427,escherichia_coli,ID_32330135,2023-07-27T14:48:09Z,clinical,USA:Boston,blood,Vitek,CLSI
1848,escherichia_coli,ID_23878155,2022-06-22T23:33:50Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1891,escherichia_coli,ID_23879025,2022-06-22T23:40:05Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2548,escherichia_coli,ID_24164705,2022-07-06T07:03:22Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
837,escherichia_coli,ID_32329295,2024-02-07T09:57:31Z,clinical,USA:Boston,urine,Vitek,CLSI
2601,escherichia_coli,ID_24166125,2022-07-06T07:10:48Z,clinical,USA: District of Columbia,Perirectal,Phoenix,CLSI
2464,escherichia_coli,ID_23894255,2022-06-23T03:01:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
452,escherichia_coli,ID_38081055,2024-04-11T13:50:12Z,clinical,USA:Boston,blood,Vitek,CLSI
2986,escherichia_coli,ID_12773855,2015-11-25T14:18:46Z,clinical,USA:Boston,blood,Vitek,CLSI
3008,escherichia_coli,ID_2180095,2017-06-08T13:51:15Z,clinical,,,,CLSI
2602,escherichia_coli,ID_24166145,2022-07-06T07:10:58Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1706,escherichia_coli,ID_23875305,2022-06-22T23:08:45Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1367,escherichia_coli,ID_23866935,2022-06-22T17:57:33Z,clinical,USA: District of Columbia,blood,Phoenix,CLSI
1857,escherichia_coli,ID_23878335,2022-06-22T23:35:43Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
81,escherichia_coli,ID_12432675,2017-08-07T14:40:32Z,clinical,USA:Boston,umbilicus,Vitek,CLSI
596,escherichia_coli,ID_15671505,2020-11-24T00:16:11Z,clinical,Canada: Quebec,feces,Sensititer,CLSI
1751,escherichia_coli,ID_23876205,2022-06-22T23:17:36Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1214,escherichia_coli,ID_23862525,2022-06-22T17:16:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1070,escherichia_coli,ID_23859565,2022-06-22T16:56:16Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1882,escherichia_coli,ID_23878845,2022-06-22T23:39:18Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2042,escherichia_coli,ID_23882045,2022-06-23T00:07:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1805,escherichia_coli,ID_23877285,2022-06-22T23:24:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1608,escherichia_coli,ID_23871805,2022-06-22T18:43:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2438,escherichia_coli,ID_23892105,2022-06-23T01:23:47Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1307,escherichia_coli,ID_23865635,2022-06-22T17:41:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1149,escherichia_coli,ID_23861185,2022-06-22T17:07:03Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
479,escherichia_coli,ID_12479675,2017-04-13T20:40:11Z,clinical,USA:Boston,catheterized specimen,Vitek,CLSI
1629,escherichia_coli,ID_23872245,2022-06-22T18:47:19Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
529,escherichia_coli,ID_4567805,2019-07-12T08:46:58Z,clinical,"USA: Rochester, NY",urine,,CLSI
1765,escherichia_coli,ID_23876485,2022-06-22T23:18:55Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
444,escherichia_coli,ID_31835315,2024-02-19T20:08:57Z,clinical,USA:Boston,Rectal,Vitek,CLSI
961,escherichia_coli,ID_23857365,2022-06-22T16:41:10Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2691,escherichia_coli,ID_25783095,2022-10-21T14:32:12Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1534,escherichia_coli,ID_23870315,2022-06-22T18:31:29Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
92,escherichia_coli,ID_12909805,2020-04-20T16:16:41Z,clinical,USA:Cincinnati,urine,,CLSI
1248,escherichia_coli,ID_23863205,2022-06-22T17:21:34Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1147,escherichia_coli,ID_23861145,2022-06-22T17:06:44Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
342,escherichia_coli,ID_25832935,2022-10-25T00:05:43Z,environmental/other,Netherlands,cecal content,Sensititre,EUCAST
2224,escherichia_coli,ID_23885865,2022-06-23T00:38:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
400,escherichia_coli,ID_32333815,2024-02-05T20:15:30Z,clinical,USA:Boston,tracheal aspirate,Vitek,CLSI
473,escherichia_coli,ID_12499805,2017-02-14T12:38:41Z,clinical,USA:Boston,urine,Vitek,CLSI
1917,escherichia_coli,ID_23879545,2022-06-22T23:43:49Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1390,escherichia_coli,ID_23867395,2022-06-22T18:04:46Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2245,escherichia_coli,ID_23886285,2022-06-23T00:41:02Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2486,escherichia_coli,ID_23894705,2022-06-23T03:05:52Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2244,escherichia_coli,ID_23886265,2022-06-23T00:40:54Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
921,escherichia_coli,ID_3000675,2018-03-14T19:11:05Z,clinical,,,,CLSI
1584,escherichia_coli,ID_23871325,2022-06-22T18:40:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1025,escherichia_coli,ID_23858665,2022-06-22T16:49:33Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2176,escherichia_coli,ID_23884865,2022-06-23T00:31:09Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
1084,escherichia_coli,ID_23859865,2022-06-22T16:58:20Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
2731,escherichia_coli,ID_25783915,2022-10-21T14:53:13Z,clinical,USA: District of Columbia,urine,Phoenix,CLSI
